order_id,order_date,customer_name,email,country,category,quantity,unit_price,customer_age
ORD3376,March 27 2024,Jonas  Klein ,  JONAS.KLEIN@EXAMPLE.COM  ,Spain,Office Supplies,1,1356.96,39
ORD1736,June 23 2024,  Lukas Müller,  lukas.müller@example.com  ,España,Furniture,5,"€1,035.51",26
ORD3024,2024-04-24,  Marie Klein,  MARIE.KLEIN@EXAMPLE.COM  ,The Netherlands,Electronics,1,null,67
ORD1464,May 20 2024,Sofia  Klein ,  Sofia.Klein@Example.Com  ,Spain,Office Supplies,2,291.21,69
ORD2467,2024-03-06,Paul Becker,  Paul.Becker@Example.Com  ,Germany,Office Supplies,2,1317.58,33
ORD1260,February 24 2024,Marie  Fischer ,  marie.fischer@example.com  ,España,Furniture,5,"€1,389.13",27
ORD1660,20.09.2024,  Emma Fischer,,NL,Office Supplies,5,245.70,null
ORD3199,2024-03-13,Lukas  Schmidt ,  Lukas.Schmidt@Example.Com  , France,Electronics,2,474.56,18
ORD3250,01/16/2024,Anna  Wagner ,  anna.wagner@example.com  ,Netherlands,Office Supplies,4,1113.98,33
ORD2993,09/25/2024,  Anna Wagner,  ANNA.WAGNER@EXAMPLE.COM  ,netherlands,Furniture,1,€1111.09,23
ORD3177,26.08.2024,  Emma Klein,  Emma.Klein@Example.Com  ,ES,Office Supplies,-4,€528.17,28
ORD1116,01/27/2024,  Jonas Becker,  JONAS.BECKER@EXAMPLE.COM  ,The Netherlands,Furniture,1,"1,003.86",47
ORD1382,April 16 2024,  Jonas Becker,  JONAS.BECKER@EXAMPLE.COM  ,España,Electronics,2,1206.64,42
ORD1460,16/01/2024,  Felix Becker,  felix.becker@example.com  ,England,Electronics,1,864.00,63
ORD3055,May 27 2024,  Marie Becker,  marie.becker@example.com  ,DE,Furniture,5,€890.39,66
ORD3145,06/06/2024,Jonas  Schmidt ,  jonas.schmidt@example.com  ,NL,Furniture,2,€34.35,51
ORD3054,February 19 2024,Sofia Schmidt,  Sofia.Schmidt@Example.Com  ,Spain,Office Supplies,1,1092.52,51
ORD2291,02/10/2024,Emma  Klein ,  emma.klein@example.com  ,FR,Office Supplies,3,326.21,null
ORD2236,03/11/2024,  Lukas Müller,  Lukas.Müller@Example.Com  ,netherlands,Electronics,-3,N/A,59
ORD3100,07/22/2024,Marie  Weber ,  Marie.Weber@Example.Com  ,FR,Office Supplies,3,€264.21,18
ORD1499,2024-01-29,Felix Becker,  FELIX.BECKER@EXAMPLE.COM  ,England,Office Supplies,4,1390.65,41
ORD1711,06/01/2024,Anna  Schmidt ,  Anna.Schmidt@Example.Com  ,netherlands,Furniture,5,1368.94,63
ORD1158,2024-02-12,  Jonas Wagner,  JONAS.WAGNER@EXAMPLE.COM  ,Spain,Furniture,2,953.51,33
ORD3006,23.03.2024,Felix  Wagner ,  Felix.Wagner@Example.Com  ,spain ,Electronics,1,1300.73,42
ORD1404,05/23/2024,Sofia Becker,  Sofia.Becker@Example.Com  ,Netherlands,Electronics,5,18.09,67
ORD1429,14/05/2024,Felix  Klein ,  felix.klein@example.com  ,Netherlands,Office Supplies,5,€741.37,69
ORD1452,January 30 2024,  Emma Schmidt,  EMMA.SCHMIDT@EXAMPLE.COM  , France,Electronics,3,945.79,54
ORD2348,July 18 2024,Sofia Klein,  Sofia.Klein@Example.Com  ,NL,Electronics,5,€488.65,24
ORD2540,11.07.2024,  Marie Becker,  Marie.Becker@Example.Com  ,france ,Office Supplies,1,€979.28,54
ORD1917,19/04/2024,Jonas  Müller ,  JONAS.MÜLLER@EXAMPLE.COM  ,ES,Furniture,4,1193.65,41
ORD1156,September 01 2024,  Paul Weber,  paul.weber@example.com  ,netherlands,Furniture,5,1142.55,55
ORD1045,2024-02-11,  Paul Becker,  Paul.Becker@Example.Com  ,FR,Office Supplies,2,€686.57,43
ORD3280,09/15/2024,Marie  Klein ,  Marie.Klein@Example.Com  ,ES,Office Supplies,2,699.16,26
ORD1684,25.05.2024,  Felix Schmidt,  felix.schmidt@example.com  ,ES,Furniture,4,"€1,264.56",35
ORD1749,02/03/2024,Lukas Becker,  lukas.becker@example.com  ,Germany,Electronics,4,€859.41,29
ORD2161,16.02.2024,Lukas Schmidt,  Lukas.Schmidt@Example.Com  ,United Kingdom,Furniture,2,€658.63,24
ORD3038,16/05/2024,Emma Schmidt,  Emma.Schmidt@Example.Com  ,ES,Furniture,4,€236.37,22
ORD2181,02/06/2024,Marie Schmidt,  MARIE.SCHMIDT@EXAMPLE.COM  ,GERMANY ,Furniture,2,46.27,33
ORD2799,12/06/2024,  Felix Müller,null,netherlands,Electronics,5,€816.01,41
ORD2583,2024-02-06,Emma  Klein ,  emma.klein@example.com  ,France,Electronics,2,"1,027.78",30
ORD2207,19.01.2024,  Sofia Klein,  sofia.klein@example.com  ,U.K.,Office Supplies,3,€293.42,
ORD2415,02.09.2024,Jonas Weber,  JONAS.WEBER@EXAMPLE.COM  ,netherlands,Electronics,-5,€142.79,18
ORD2773,15/01/2024,  Anna Fischer,  Anna.Fischer@Example.Com  ,UK,Furniture,3,€893.55,48
ORD2453,20/05/2024,Paul  Wagner ,,FR,Office Supplies,1,310.96,51
ORD1365,25/04/2024,  Felix Schmidt,  felix.schmidt@example.com  ,Deutschland,Electronics,5,€729.97,69
ORD1527,09/06/2024,Emma Klein,  emma.klein@example.com  ,ES,Furniture,1,-,69
ORD2095,01/09/2024,  Felix Müller,  Felix.Müller@Example.Com  ,france ,Office Supplies,1,248.78,22
ORD2685,16/01/2024,Emma Wagner,  Emma.Wagner@Example.Com  ,Germany,Office Supplies,2,"1,280.23",35
ORD3123,June 29 2024,  Sofia Klein,-,spain ,Furniture,3,"1,101.30",35
ORD1481,June 12 2024,Paul  Weber ,  paul.weber@example.com  ,GERMANY ,Furniture,3,"1,066.78",41
ORD2566,March 23 2024,Sofia Klein,  Sofia.Klein@Example.Com  ,netherlands,Office Supplies,2,143.97,40
ORD3134,24/06/2024,Sofia  Weber ,  SOFIA.WEBER@EXAMPLE.COM  ,NL,Furniture,2,€475.76,27
ORD2713,26.05.2024,Emma  Becker ,  emma.becker@example.com  ,FR,Furniture,3,888.22,30
ORD1563,03/15/2024,Sofia Müller,  SOFIA.MÜLLER@EXAMPLE.COM  ,Deutschland,Furniture,1,414.38,64
ORD1767,05/18/2024,Sofia  Wagner ,  SOFIA.WAGNER@EXAMPLE.COM  ,FR,Electronics, ,722.00,45
ORD2021,March 25 2024,Anna Klein,  ANNA.KLEIN@EXAMPLE.COM  , France,Furniture,4,"1,479.55",64
ORD1466,17/04/2024,  Anna Weber,N/A, France,Furniture,5,949.17,52
ORD1620,26/03/2024,  Felix Becker,  FELIX.BECKER@EXAMPLE.COM  ,UK,Office Supplies,4,€793.12,60
ORD1448,2024-08-11,Sofia  Weber ,  Sofia.Weber@Example.Com  ,ES,Furniture,1,840.22,18
ORD3095,2024-07-12,Lukas Schmidt,  LUKAS.SCHMIDT@EXAMPLE.COM  ,germany,Furniture,1,1192.87,24
ORD1651,14.05.2024,Felix Weber,  FELIX.WEBER@EXAMPLE.COM  ,España,Furniture,5,€610.83,26
ORD1161,14/05/2024,  Paul Schmidt,  PAUL.SCHMIDT@EXAMPLE.COM  ,GERMANY ,Electronics,2,775.76,58
ORD2501,02/08/2024,Emma Fischer,  emma.fischer@example.com  ,netherlands,Office Supplies,4,112.08,58
ORD1505,February 18 2024,  Marie Weber,  marie.weber@example.com  ,Deutschland,Furniture,5,965.40,51
ORD1994,17.06.2024,Emma  Schmidt ,  emma.schmidt@example.com  ,netherlands,Electronics,5,€1386.75,27
ORD2760,April 25 2024,Marie Schmidt,  Marie.Schmidt@Example.Com  ,Netherlands,Electronics,4,€92.43,39
ORD1729,2024-02-21,Jonas  Weber ,  JONAS.WEBER@EXAMPLE.COM  ,United Kingdom,Furniture,2,€718.36,18
ORD1176,11.07.2024,Anna Weber,,germany,Furniture,2,133.20,50
ORD1608,01/07/2024,Marie Müller,  Marie.Müller@Example.Com  ,spain ,Electronics,5,881.15,24
ORD3233,2024-07-28,  Paul Wagner,  Paul.Wagner@Example.Com  ,FR, ,1,€729.12,48
ORD2971,January 05 2024,Lukas Weber,  Lukas.Weber@Example.Com  ,UK,Electronics,1,"1,279.03",59
ORD2056,July 30 2024,Marie Klein,  MARIE.KLEIN@EXAMPLE.COM  , France,Electronics,3,€178.93,26
ORD2155,06/07/2024,Sofia  Müller ,  sofia.müller@example.com  , France,Furniture,2,€837.95,67
ORD3439,10.02.2024,Emma  Wagner ,  EMMA.WAGNER@EXAMPLE.COM  ,UK,Office Supplies,3,"1,102.00",53
ORD1765,13.01.2024,  Jonas Schmidt,  JONAS.SCHMIDT@EXAMPLE.COM  ,France,Electronics,2,"€1,063.94",18
ORD2004,February 28 2024,  Jonas Weber,  Jonas.Weber@Example.Com  ,The Netherlands,Furniture,3,420.29,25
ORD2771,April 16 2024,Felix  Weber ,  FELIX.WEBER@EXAMPLE.COM  ,GERMANY ,Furniture,3,€769.93,28
ORD1039,03/18/2024,  Sofia Fischer,  sofia.fischer@example.com  ,spain ,Electronics,3,€1433.02,38
ORD3414,26.06.2024,Sofia  Fischer ,  sofia.fischer@example.com  ,UK,Electronics,2,€1351.11,63
ORD3230,09/22/2024,Paul Klein,  PAUL.KLEIN@EXAMPLE.COM  ,Netherlands,Electronics,5,€1157.79,38
ORD3128,2024-06-05,Emma  Weber ,  emma.weber@example.com  , France,Electronics,1,€741.10,43
ORD2870,2024-05-08,  Marie Weber,  MARIE.WEBER@EXAMPLE.COM  ,France,Furniture,5,126.03,20
ORD2475,28.01.2024,Marie Schmidt,  MARIE.SCHMIDT@EXAMPLE.COM  ,GERMANY ,Office Supplies,3,€949.39,42
ORD1731,17/09/2024,  Emma Schmidt,  Emma.Schmidt@Example.Com  ,España,Office Supplies,3,€602.65,61
ORD2561,July 03 2024,Marie Weber,  MARIE.WEBER@EXAMPLE.COM  ,Deutschland,Furniture,1,582.86,59
ORD1401,23/02/2024,  Felix Becker,  FELIX.BECKER@EXAMPLE.COM  ,France,,3,,68
ORD1942,03/30/2024,Jonas  Fischer ,  Jonas.Fischer@Example.Com  ,Netherlands,Furniture,-,€364.97, 
ORD1108,February 01 2024,Felix Schmidt,  FELIX.SCHMIDT@EXAMPLE.COM  , France,Furniture,2,€950.98,40
ORD3467,06/09/2024,  Marie Schmidt,  MARIE.SCHMIDT@EXAMPLE.COM  ,England,Furniture,2,1141.36,26
ORD3167,2024-09-26,Anna  Schmidt ,  ANNA.SCHMIDT@EXAMPLE.COM  ,france ,Electronics,2,580.88,45
ORD1387,10.03.2024,  Marie Fischer,  marie.fischer@example.com  ,DE,N/A,1,-,39
ORD3429,11.03.2024,Felix Becker,  FELIX.BECKER@EXAMPLE.COM  ,Netherlands,Furniture,3,"1,438.69",62
ORD3074,2024-07-18,  Jonas Müller,  JONAS.MÜLLER@EXAMPLE.COM  ,NL,Electronics,5,907.63,40
ORD2693,09.05.2024,  Jonas Klein,  jonas.klein@example.com  ,Deutschland,Furniture,3,455.37,42
ORD3093,May 20 2024,  Jonas Müller,  jonas.müller@example.com  ,U.K.,Electronics,4,€241.34,26
ORD1376,2024-08-08,Sofia  Müller ,  Sofia.Müller@Example.Com  ,DE,Office Supplies,2,"1,275.38",56
ORD3209,2024-03-11,Anna  Müller ,  Anna.Müller@Example.Com  ,spain ,Office Supplies,3,€1347.72,58
ORD1313,July 20 2024,Paul Fischer,  PAUL.FISCHER@EXAMPLE.COM  ,GERMANY ,Office Supplies,2,1405.09,20
ORD1248,2024-05-02,Paul Schmidt,, germany,Furniture,3,694.80,49
ORD2354,08.05.2024,Felix  Klein ,  felix.klein@example.com  ,ES,Office Supplies,-3,€593.63,22
ORD2174,07.09.2024,Sofia  Schmidt ,  Sofia.Schmidt@Example.Com  ,The Netherlands,Furniture,,410.95,20
ORD1239,02/02/2024,Marie  Klein ,  MARIE.KLEIN@EXAMPLE.COM  ,United Kingdom,Electronics,2,€1066.41,58
ORD2997,31/07/2024,  Jonas Becker,  JONAS.BECKER@EXAMPLE.COM  ,Spain,Electronics,2,€122.82,39
ORD2150,February 04 2024,  Anna Becker,  anna.becker@example.com  ,spain ,Electronics,4,€1206.31,50
ORD1730,05/17/2024,Anna Klein,  anna.klein@example.com  ,Spain,Electronics,5,€1279.20,32
ORD2809,01/28/2024,Lukas  Müller ,-,Deutschland,Office Supplies,4,117.57,19
ORD1455,2024-09-09,  Jonas Müller,  jonas.müller@example.com  , germany,Furniture,3,"1,292.35",38
ORD2281,May 04 2024,Felix Becker,  FELIX.BECKER@EXAMPLE.COM  ,United Kingdom,Electronics,1,€471.18,56
ORD1571,29.03.2024,  Sofia Schmidt,  SOFIA.SCHMIDT@EXAMPLE.COM  ,UK,Electronics,1,€344.47,68
ORD2261,February 13 2024,Sofia Schmidt,  SOFIA.SCHMIDT@EXAMPLE.COM  ,Spain,Office Supplies,5,€756.15,62
ORD3499,September 01 2024,Marie  Schmidt ,  MARIE.SCHMIDT@EXAMPLE.COM  ,uk,Furniture,2,€42.82,54
ORD2325,04/07/2024,  Sofia Klein,  Sofia.Klein@Example.Com  ,England,Furniture,1,100.52,18
ORD3162,2024-06-25,Felix  Schmidt ,  Felix.Schmidt@Example.Com  ,Germany,Office Supplies,5,€994.94,45
ORD2824,May 23 2024,Paul  Fischer ,  Paul.Fischer@Example.Com  ,FR,Furniture,1,175.94,36
ORD2932,15.05.2024,Emma  Müller ,  EMMA.MÜLLER@EXAMPLE.COM  ,The Netherlands,Electronics,5,"1,393.88",68
ORD2542,February 18 2024,  Jonas Becker,  JONAS.BECKER@EXAMPLE.COM  ,England,Electronics,3,238.22,21
ORD2247,09/09/2024,Marie  Becker ,  Marie.Becker@Example.Com  , France,Furniture,2,397.38,37
ORD3350,16/02/2024,Emma Weber,  EMMA.WEBER@EXAMPLE.COM  ,netherlands,Furniture,2,€236.35,54
ORD2873,29.02.2024,Marie Müller,  Marie.Müller@Example.Com  , germany,null,5,318.50,41
ORD2709,2024-02-09,Paul Fischer,  PAUL.FISCHER@EXAMPLE.COM  , germany,Office Supplies,1,€263.17,53
ORD1114,August 29 2024,Lukas  Wagner ,  lukas.wagner@example.com  ,UK,Electronics,1,€502.42,24
ORD1703,08/21/2024,Paul Wagner,  PAUL.WAGNER@EXAMPLE.COM  ,germany,Electronics,5,857.66,19
ORD1840,10/09/2024,Anna  Klein ,  ANNA.KLEIN@EXAMPLE.COM  ,Netherlands,Office Supplies,2,"1,211.04",65
ORD2315,03/18/2024,  Jonas Klein,  jonas.klein@example.com  ,NL,Office Supplies,5,€429.66,23
ORD1903,27.04.2024,  Felix Weber,  FELIX.WEBER@EXAMPLE.COM  ,france ,Furniture,4,270.40,40
ORD3446,19/02/2024,Marie  Wagner ,  MARIE.WAGNER@EXAMPLE.COM  ,España,Electronics,1,€851.70,45
ORD3057,08/09/2024,Jonas  Becker ,  jonas.becker@example.com  ,FR,Furniture,5,€811.99,-
ORD2723,2024-06-14,Jonas Müller,  JONAS.MÜLLER@EXAMPLE.COM  ,spain ,Furniture,4,"€1,265.69",61
ORD3323,2024-02-21,Marie  Fischer ,  Marie.Fischer@Example.Com  ,netherlands,Electronics,3,"€1,390.56",34
ORD2629,2024-02-23,Jonas Wagner,  Jonas.Wagner@Example.Com  , germany,Furniture,2,€1042.98,26
ORD2642,2024-04-15,  Anna Müller,  ANNA.MÜLLER@EXAMPLE.COM  , France,Furniture,3,836.69,64
ORD1169,19.05.2024,Lukas  Becker ,  LUKAS.BECKER@EXAMPLE.COM  ,Deutschland,Electronics,5,1037.36,56
ORD1748,07/11/2024,  Anna Becker,  anna.becker@example.com  ,FR,Furniture,3,1184.81,22
ORD1831,12.09.2024,Paul Müller,  paul.müller@example.com  ,france ,Office Supplies,2,N/A,29
ORD3410,2024-02-03,Jonas  Schmidt ,  JONAS.SCHMIDT@EXAMPLE.COM  ,England,Office Supplies,3,268.21,67
ORD2795,02/23/2024,Anna  Müller ,  Anna.Müller@Example.Com  ,spain ,Furniture,4,€227.25,57
ORD1522,2024-05-05,Sofia Wagner,  sofia.wagner@example.com  , germany,Furniture,4,326.14,null
ORD1292,August 20 2024,Jonas  Fischer ,  Jonas.Fischer@Example.Com  ,Netherlands,Electronics,5,836.42,51
ORD2920,17/03/2024,Emma Fischer,  emma.fischer@example.com  ,France,Electronics,4,848.54,27
ORD2003,02/09/2024,  Felix Klein,  felix.klein@example.com  ,United Kingdom,Furniture,5,508.70,38
ORD2383,03/20/2024,Jonas Weber,  Jonas.Weber@Example.Com  ,France,Electronics,3,"1,495.98",38
ORD1712,2024-07-16,  Lukas Müller,  LUKAS.MÜLLER@EXAMPLE.COM  ,England,Office Supplies,4,465.21,58
ORD1332,2024-03-11,Emma  Fischer ,  EMMA.FISCHER@EXAMPLE.COM  ,ES,Furniture,3,"1,134.57",39
ORD2895,28.02.2024,Marie  Fischer ,  MARIE.FISCHER@EXAMPLE.COM  ,NL,Office Supplies,3,€484.03,34
ORD1336,08/03/2024,Marie  Wagner , ,france ,Furniture,2,"€1,220.25",26
ORD2885,05/20/2024,Emma  Klein ,  EMMA.KLEIN@EXAMPLE.COM  ,Germany,Office Supplies,1,"€1,323.92",42
ORD1570,21.06.2024,  Lukas Klein,  lukas.klein@example.com  ,NL,Office Supplies,4,1212.09,47
ORD1803,25/06/2024,Sofia Schmidt,  sofia.schmidt@example.com  ,Netherlands,Furniture,3,"1,198.88",64
ORD1043,17.08.2024,Sofia Wagner,  SOFIA.WAGNER@EXAMPLE.COM  , France,Electronics,5,"1,401.84",65
ORD2193,06/27/2024,  Paul Becker,  Paul.Becker@Example.Com  ,germany,Office Supplies,2,"€1,262.80",44
ORD1524,18/05/2024,  Felix Weber,  Felix.Weber@Example.Com  ,NL,Furniture,5,"€1,242.45",53
ORD1658,06/20/2024,Marie  Schmidt ,N/A,NL,Office Supplies,2,"€1,494.80",34
ORD2490,January 27 2024,Felix Wagner,  felix.wagner@example.com  ,Spain,Office Supplies,3,433.67,22
ORD1015,05/06/2024,Lukas Klein,  LUKAS.KLEIN@EXAMPLE.COM  ,GERMANY ,-,4,881.25,41
ORD1721,06/26/2024,Felix  Klein ,  Felix.Klein@Example.Com  ,Spain,Electronics,2,"€1,079.03",50
ORD2041,30/03/2024,Lukas  Klein ,  Lukas.Klein@Example.Com  ,germany,Electronics,4,1187.67,42
ORD2604,07/06/2024,Anna  Becker ,  ANNA.BECKER@EXAMPLE.COM  ,Deutschland,Furniture,3,€32.30,63
ORD1745,17/06/2024,Anna  Müller ,  anna.müller@example.com  ,NL,Office Supplies,1,€896.40,66
ORD2452,31/01/2024,Sofia Klein,  SOFIA.KLEIN@EXAMPLE.COM  ,spain ,Office Supplies,2,284.32,55
ORD1470,27/07/2024,  Jonas Müller,  jonas.müller@example.com  ,U.K.,Office Supplies,5,€653.47,64
ORD2324,31.03.2024,  Anna Fischer,  ANNA.FISCHER@EXAMPLE.COM  ,france ,Furniture,5,€381.97,42
ORD1337,05/15/2024,Jonas Becker,  Jonas.Becker@Example.Com  ,UK,Office Supplies,5,-,44
ORD1566,19.06.2024,  Emma Fischer,  emma.fischer@example.com  ,ES,Electronics,3,749.53,69
ORD2353,22/08/2024,Felix Fischer,  felix.fischer@example.com  ,germany,Furniture,2,null,55
ORD2460,27/07/2024,Sofia  Fischer ,  sofia.fischer@example.com  ,Germany,Office Supplies,1,202.87,40
ORD3159,21/06/2024,Lukas Wagner,  Lukas.Wagner@Example.Com  ,FR,Electronics,5,€987.80,33
ORD2011,03.02.2024,Felix Müller,  felix.müller@example.com  ,spain ,Electronics,1,€572.59,64
ORD2272,11.06.2024,Marie Schmidt,  Marie.Schmidt@Example.Com  ,United Kingdom,Electronics,-1,€571.60,51
ORD2621,03/04/2024,Felix Becker,  Felix.Becker@Example.Com  ,España,Office Supplies,1,106.14,65
ORD1217,10.08.2024,  Lukas Schmidt,  Lukas.Schmidt@Example.Com  ,spain ,Furniture,5,608.37, 
ORD1625,February 25 2024,Sofia Müller,  Sofia.Müller@Example.Com  ,netherlands,Electronics,5,760.32,34
ORD1052,27.05.2024,Jonas Weber,  JONAS.WEBER@EXAMPLE.COM  ,U.K.,Furniture,2,764.53,55
ORD3455,April 16 2024,Emma Fischer,  emma.fischer@example.com  ,FR,Office Supplies,1,€390.03,34
ORD1438,07/29/2024,Paul  Becker ,  paul.becker@example.com  ,GERMANY ,Furniture,2,€61.89,42
ORD1195,26/03/2024,  Anna Schmidt,  ANNA.SCHMIDT@EXAMPLE.COM  ,The Netherlands,Electronics,2,€21.84,41
ORD2999,12/07/2024,  Anna Schmidt,N/A,ES,Electronics,1,625.68,51
ORD2242,06/07/2024,Paul Fischer,  Paul.Fischer@Example.Com  ,UK,Office Supplies,3, ,45
ORD3453,02/06/2024,Lukas  Fischer ,  LUKAS.FISCHER@EXAMPLE.COM  ,NL,Furniture,3,"€1,474.87",69
ORD1644,05/02/2024,  Lukas Wagner,  Lukas.Wagner@Example.Com  ,Spain,Electronics,4,€853.33,55
ORD1065,June 06 2024,  Anna Schmidt,  anna.schmidt@example.com  ,Germany,Office Supplies,3,€704.05,
ORD1996,08/08/2024,Sofia Wagner,  SOFIA.WAGNER@EXAMPLE.COM  ,The Netherlands,Electronics,5,252.08,21
ORD2766,03.06.2024,Paul  Becker ,  Paul.Becker@Example.Com  ,España,Office Supplies,3,€336.69,45
ORD2479,17.08.2024,Lukas Schmidt,  Lukas.Schmidt@Example.Com  ,España,Office Supplies,1,408.44,20
ORD1423,July 31 2024,Felix Schmidt,  felix.schmidt@example.com  ,spain ,Furniture,4,876.92,37
ORD1398,08/04/2024,Marie Weber,  Marie.Weber@Example.Com  ,UK,Electronics,4,€1425.13,32
ORD1783,2024-02-26,Felix Müller,  FELIX.MÜLLER@EXAMPLE.COM  ,United Kingdom,Office Supplies,2,"€1,090.41",66
ORD2381,29.05.2024,  Jonas Becker,  JONAS.BECKER@EXAMPLE.COM  ,NL,Office Supplies,1,€402.79,58
ORD1283,04/11/2024,Jonas  Klein ,  JONAS.KLEIN@EXAMPLE.COM  ,España,Furniture,3,€92.20,31
ORD2896,25/05/2024,  Marie Fischer,  marie.fischer@example.com  ,FR,Electronics,1, ,19
ORD3334,01/23/2024,Jonas  Klein ,  JONAS.KLEIN@EXAMPLE.COM  ,Spain,Office Supplies,2,"1,453.72",45
ORD2536,09/08/2024,Anna  Becker ,  ANNA.BECKER@EXAMPLE.COM  ,NL,Furniture,3,171.62,41
ORD3445,04/02/2024,Lukas Klein,  lukas.klein@example.com  ,ES,Furniture,3,"1,072.56",43
ORD2008,2024-08-15,  Paul Klein,  PAUL.KLEIN@EXAMPLE.COM  ,The Netherlands,Electronics,5,898.77,21
ORD1997,09/10/2024,  Lukas Weber,  LUKAS.WEBER@EXAMPLE.COM  ,UK,Electronics,5,375.45,19
ORD2527,2024-01-09,  Paul Schmidt,  Paul.Schmidt@Example.Com  ,GERMANY ,Electronics,4,€394.39,65
ORD1038,2024-04-23,Felix  Schmidt ,  felix.schmidt@example.com  ,Germany,Electronics,2,€1416.85,63
ORD2924,17.01.2024,  Marie Müller,  MARIE.MÜLLER@EXAMPLE.COM  ,Deutschland,Furniture,4,321.52,69
ORD2283,18.08.2024,Sofia Wagner,  Sofia.Wagner@Example.Com  ,The Netherlands,Electronics,3,97.89,66
ORD2289,19.05.2024,Paul Müller,  paul.müller@example.com  ,Deutschland,Electronics,4,€892.62,36
ORD1127,05/23/2024,Emma  Schmidt ,  Emma.Schmidt@Example.Com  ,United Kingdom,Office Supplies,3,99.74,24
ORD1306,2024-06-09,Lukas Wagner,  lukas.wagner@example.com  ,France,Furniture,3,50.90,56
ORD2557,2024-04-06,  Emma Weber,  Emma.Weber@Example.Com  ,Spain,Office Supplies,3,€1094.98,64
ORD2597,April 30 2024,  Emma Schmidt,  emma.schmidt@example.com  ,España,Electronics,2,€1318.30,34
ORD2609,01/09/2024,Lukas Wagner,  lukas.wagner@example.com  ,spain ,Office Supplies,1,622.16,69
ORD1642,06/26/2024,Jonas  Schmidt ,  Jonas.Schmidt@Example.Com  ,España,Electronics,-3,€20.64,62
ORD1738,24.04.2024,Sofia Wagner,  SOFIA.WAGNER@EXAMPLE.COM  ,france ,Furniture,null,€46.82,52
ORD3191,03/31/2024,Paul Wagner,  Paul.Wagner@Example.Com  ,NL,Furniture,1,150.35,63
ORD2807,05/15/2024,Anna Becker,  Anna.Becker@Example.Com  ,España,Office Supplies,4,758.73,37
ORD1923,06/26/2024,  Marie Fischer,  marie.fischer@example.com  ,France,Office Supplies,1,€160.80,47
ORD1688,March 03 2024,Emma Weber,  EMMA.WEBER@EXAMPLE.COM  ,NL,Electronics,1,805.53,69
ORD1117,01/04/2024,Lukas  Weber ,  Lukas.Weber@Example.Com  ,The Netherlands,Electronics,5,702.89,61
ORD1768,04.02.2024,Felix  Müller ,  FELIX.MÜLLER@EXAMPLE.COM  ,España,null,2,€881.87,65
ORD2784,2024-04-19,Emma  Wagner ,  emma.wagner@example.com  ,FR, ,2,"€1,362.79",50
ORD3112,10/03/2024,Sofia Becker,  Sofia.Becker@Example.Com  ,FR,Electronics,3,€992.48,48
ORD2267,04/23/2024,Lukas Becker,  LUKAS.BECKER@EXAMPLE.COM  ,GERMANY ,Office Supplies,2,"€1,048.73",67
ORD3423,07/16/2024,  Felix Schmidt,  felix.schmidt@example.com  ,Netherlands,Office Supplies,5,€277.20,51
ORD2194,2024-09-12,  Emma Schmidt,  EMMA.SCHMIDT@EXAMPLE.COM  ,United Kingdom,,1,365.37,49
ORD3077,07.05.2024,Felix  Wagner ,  FELIX.WAGNER@EXAMPLE.COM  ,France,Office Supplies,3,€328.45,19
ORD2062,2024-02-20,Emma  Becker ,  emma.becker@example.com  ,DE,Electronics,2,651.85,47
ORD3000,12/04/2024,Marie  Wagner ,  MARIE.WAGNER@EXAMPLE.COM  ,NL,Furniture,1,62.85,47
ORD2296,January 09 2024,Lukas  Wagner ,  lukas.wagner@example.com  ,ES,Office Supplies,1,€513.43,206
ORD1226,26.05.2024,Paul Müller,  Paul.Müller@Example.Com  ,spain ,Office Supplies,5,106.66,31
ORD3001,August 16 2024,  Lukas Klein,  Lukas.Klein@Example.Com  , France,Office Supplies,3,267.81,35
ORD1794,06/22/2024,Felix  Klein ,  felix.klein@example.com  , France,Electronics,5,272.72,32
ORD1993,08/05/2024,Jonas  Klein ,  Jonas.Klein@Example.Com  ,DE,Office Supplies,4,€308.35,20
ORD1552,January 02 2024,Anna Becker,  anna.becker@example.com  ,France,Electronics,1,€667.69,27
ORD2264,06/06/2024,Anna Müller,  anna.müller@example.com  ,spain ,Electronics,4,N/A,null
ORD1828,13/09/2024,Emma  Wagner ,  EMMA.WAGNER@EXAMPLE.COM  ,Germany,Furniture,3,"€1,281.38",32
ORD2718,2024-01-20,  Emma Wagner,  Emma.Wagner@Example.Com  ,Netherlands,Electronics,1,"1,228.51",68
ORD1197,15/09/2024,Felix  Fischer ,  FELIX.FISCHER@EXAMPLE.COM  ,The Netherlands,Furniture,5,"€1,119.58",
ORD2757,28.06.2024,Marie Weber,  Marie.Weber@Example.Com  ,U.K.,Office Supplies,3,1255.01,19
ORD1303,31/08/2024,  Sofia Becker,  sofia.becker@example.com  ,NL,Furniture,5,€510.50,35
ORD2025,May 21 2024,  Lukas Schmidt,  LUKAS.SCHMIDT@EXAMPLE.COM  ,UK, ,1,"€1,151.78",38
ORD1473,May 27 2024,  Marie Becker,  marie.becker@example.com  , germany,Furniture,1,€336.77,49
ORD2146,July 18 2024,  Lukas Klein,  Lukas.Klein@Example.Com  ,España,Electronics,1,92.18,21
ORD1491,16/05/2024,Emma Fischer,  Emma.Fischer@Example.Com  ,United Kingdom,Furniture,2, ,35
