order_id,order_date,customer_name,email,country,category,quantity,unit_price,customer_age,revenue
ORD2935,2024-10-02,Lukas Klein,lukas.klein@example.com,France,,3.0,1000.63,,3001.89
ORD1173,2024-05-03,Jonas Wagner,jonas.wagner@example.com,France,Furniture,2.0,262.78,21.0,525.56
ORD1502,2024-04-18,Jonas Schmidt,jonas.schmidt@example.com,France,Office Supplies,3.0,229.4,31.0,688.2
ORD2871,2024-11-07,Anna Wagner,anna.wagner@example.com,Germany,Office Supplies,5.0,146.08,56.0,730.4
ORD3042,2024-02-04,Paul Schmidt,paul.schmidt@example.com,Spain,Office Supplies,4.0,731.28,30.0,
ORD2359,2024-07-31,Sofia Müller,sofia.müller@example.com,France,,3.0,265.59,66.0,796.77
ORD2825,2024-03-23,Jonas Weber,jonas.weber@example.com,Germany,Electronics,,293.54,59.0,
ORD1335,2024-02-06,Anna Schmidt,anna.schmidt@example.com,Spain,,1.0,1352.61,58.0,1352.61
ORD1816,2024-05-23,Marie Klein,marie.klein@example.com,UK,Office Supplies,3.0,498.2,34.0,1494.6
ORD1735,2024-09-24,Emma Weber,emma.weber@example.com,Netherlands,Furniture,2.0,1247.16,39.0,2494.32
ORD1540,2024-02-08,Anna Müller,anna.müller@example.com,UK,Electronics,1.0,1432.01,59.0,1432.01
ORD2136,2024-07-30,Sofia Schmidt,sofia.schmidt@example.com,Spain,Furniture,2.0,1059.63,51.0,2119.26
ORD2461,2024-08-28,Jonas Müller,jonas.müller@example.com,Germany,Office Supplies,4.0,521.26,36.0,2085.04
ORD1707,2024-06-11,Sofia Müller,sofia.müller@example.com,Netherlands,Furniture,3.0,736.42,62.0,
ORD2387,2024-05-28,Emma Müller,emma.müller@example.com,Spain,Electronics,2.0,706.03,33.0,1412.06
ORD2162,2024-09-25,Lukas Becker,lukas.becker@example.com,France,Electronics,4.0,644.78,42.0,2579.12
ORD1916,2024-09-22,Paul Klein,paul.klein@example.com,France,Electronics,5.0,1315.62,47.0,6578.1
ORD2090,2024-04-11,Anna Wagner,anna.wagner@example.com,UK,Office Supplies,1.0,43.87,69.0,43.87
ORD3089,2024-03-12,Marie Schmidt,marie.schmidt@example.com,Spain,Office Supplies,2.0,826.22,21.0,1652.44
ORD2611,2024-04-05,Emma Müller,emma.müller@example.com,Netherlands,Office Supplies,2.0,731.28,57.0,
ORD1006,2024-05-11,Sofia Schmidt,sofia.schmidt@example.com,Netherlands,Furniture,1.0,1231.84,29.0,1231.84
ORD3370,2024-07-18,Sofia Weber,sofia.weber@example.com,UK,Electronics,1.0,1196.25,27.0,1196.25
ORD2874,2024-06-17,Anna Müller,anna.müller@example.com,Netherlands,Furniture,2.0,715.25,45.0,1430.5
ORD1242,2024-04-07,Sofia Becker,sofia.becker@example.com,Spain,Furniture,1.0,736.42,64.0,
ORD3065,2024-07-31,Marie Klein,marie.klein@example.com,Netherlands,Electronics,1.0,1102.71,46.0,1102.71
ORD1568,2024-05-04,Jonas Wagner,jonas.wagner@example.com,Germany,Electronics,5.0,245.96,,1229.8
ORD2732,2024-04-16,Emma Weber,emma.weber@example.com,Netherlands,Office Supplies,3.0,722.29,34.0,2166.87
ORD2298,2024-09-24,Emma Fischer,emma.fischer@example.com,Germany,Office Supplies,4.0,770.26,58.0,3081.04
ORD2672,2024-03-30,Felix Schmidt,felix.schmidt@example.com,France,Office Supplies,5.0,731.28,20.0,
ORD1391,2024-07-31,Anna Schmidt,,Spain,Furniture,2.0,540.92,,1081.84
ORD2572,2024-08-17,Lukas Fischer,lukas.fischer@example.com,Germany,Furniture,3.0,447.52,51.0,1342.56
ORD2046,2024-01-28,Sofia Weber,sofia.weber@example.com,Netherlands,Furniture,1.0,514.74,63.0,514.74
ORD1642,2024-06-26,Jonas Schmidt,jonas.schmidt@example.com,Spain,Electronics,,20.64,62.0,
ORD2462,2024-07-21,Paul Wagner,paul.wagner@example.com,UK,Office Supplies,5.0,234.53,62.0,1172.65
ORD1145,2024-08-28,Sofia Becker,sofia.becker@example.com,Germany,Electronics,5.0,325.71,21.0,1628.55
ORD2635,2024-05-07,Felix Weber,,France,Furniture,2.0,948.95,52.0,1897.9
ORD3364,2024-05-13,Sofia Klein,sofia.klein@example.com,UK,Office Supplies,2.0,60.61,28.0,121.22
ORD1288,2024-01-03,Anna Fischer,anna.fischer@example.com,Spain,Furniture,,972.53,44.0,
ORD1033,2024-02-28,Sofia Schmidt,sofia.schmidt@example.com,Germany,Office Supplies,2.0,764.16,65.0,1528.32
ORD2966,2024-05-26,Marie Schmidt,marie.schmidt@example.com,UK,Electronics,5.0,459.21,35.0,2296.05
ORD1107,2024-02-16,Paul Klein,paul.klein@example.com,Netherlands,Office Supplies,1.0,87.87,49.0,87.87
ORD1559,2024-06-06,Sofia Becker,sofia.becker@example.com,Germany,Furniture,3.0,463.36,34.0,1390.08
ORD2223,2024-02-13,Lukas Weber,lukas.weber@example.com,Germany,Office Supplies,2.0,489.48,21.0,978.96
ORD1058,2024-07-03,Anna Fischer,anna.fischer@example.com,Netherlands,Electronics,1.0,215.49,53.0,215.49
ORD2796,2024-03-28,Felix Weber,felix.weber@example.com,Netherlands,Office Supplies,2.0,1161.48,21.0,2322.96
ORD1220,2024-01-09,Sofia Wagner,sofia.wagner@example.com,Netherlands,Furniture,1.0,811.61,41.0,811.61
ORD3342,2024-06-04,Paul Weber,paul.weber@example.com,Germany,Furniture,4.0,1049.57,20.0,4198.28
ORD3343,2024-01-20,Lukas Klein,lukas.klein@example.com,Germany,Electronics,2.0,386.92,42.0,773.84
ORD1231,2024-07-03,Marie Becker,marie.becker@example.com,UK,Furniture,5.0,951.12,48.0,4755.6
ORD1961,2024-07-01,Lukas Wagner,lukas.wagner@example.com,France,,,311.84,68.0,
ORD2834,2024-01-24,Jonas Wagner,jonas.wagner@example.com,Spain,,4.0,1345.29,,5381.16
ORD1146,2024-03-20,Jonas Schmidt,jonas.schmidt@example.com,UK,Furniture,2.0,459.8,50.0,919.6
ORD2165,2024-03-24,Lukas Wagner,lukas.wagner@example.com,Netherlands,Furniture,5.0,887.07,64.0,4435.35
ORD2072,2024-07-10,Jonas Schmidt,jonas.schmidt@example.com,Netherlands,Electronics,1.0,881.75,29.0,881.75
ORD3349,2024-03-02,Jonas Becker,jonas.becker@example.com,UK,Furniture,1.0,708.92,,708.92
ORD2098,2024-04-25,Felix Becker,felix.becker@example.com,Netherlands,Office Supplies,3.0,600.47,30.0,1801.41
ORD1083,2024-01-05,Emma Klein,emma.klein@example.com,UK,Office Supplies,1.0,1146.87,30.0,1146.87
ORD1659,2024-09-17,Paul Wagner,paul.wagner@example.com,Spain,Office Supplies,3.0,693.75,,2081.25
ORD1663,2024-02-12,Felix Weber,felix.weber@example.com,Netherlands,,2.0,1476.16,,2952.32
ORD2026,2024-09-11,Lukas Becker,lukas.becker@example.com,France,Office Supplies,5.0,522.59,69.0,2612.95
ORD1243,2024-03-27,Jonas Wagner,jonas.wagner@example.com,Germany,Office Supplies,5.0,24.76,56.0,123.8
ORD3219,2024-04-05,Marie Klein,marie.klein@example.com,Netherlands,Office Supplies,1.0,824.03,,824.03
ORD2968,2024-03-28,Lukas Weber,lukas.weber@example.com,France,Furniture,3.0,724.46,33.0,2173.38
ORD2950,2024-03-06,Emma Weber,emma.weber@example.com,France,Office Supplies,5.0,731.28,32.0,3656.4
ORD1795,2024-07-04,Anna Müller,anna.müller@example.com,Germany,Office Supplies,5.0,1341.13,26.0,6705.65
ORD1284,2024-03-27,Anna Wagner,anna.wagner@example.com,France,Furniture,1.0,889.84,26.0,889.84
ORD1181,2024-07-02,Paul Weber,paul.weber@example.com,UK,Furniture,2.0,24.63,55.0,49.26
ORD1728,2024-05-27,Lukas Wagner,lukas.wagner@example.com,France,Furniture,4.0,100.62,69.0,402.48
ORD1008,2024-02-25,Sofia Müller,sofia.müller@example.com,Netherlands,Electronics,1.0,1188.46,67.0,1188.46
ORD1575,2024-01-28,Emma Becker,emma.becker@example.com,Germany,Furniture,3.0,115.04,68.0,345.12
ORD1268,2024-02-01,Paul Müller,paul.müller@example.com,Germany,Furniture,,107.89,,
ORD2976,2024-01-16,Jonas Becker,jonas.becker@example.com,Netherlands,Furniture,4.0,1131.58,20.0,4526.32
ORD3289,2024-08-07,Marie Müller,marie.müller@example.com,Germany,Electronics,3.0,566.52,34.0,1699.56
ORD1454,2024-04-12,Paul Müller,paul.müller@example.com,Netherlands,Office Supplies,3.0,1308.4,56.0,3925.2
ORD3251,2024-07-01,Jonas Schmidt,jonas.schmidt@example.com,UK,Furniture,4.0,613.59,38.0,2454.36
ORD3269,2024-06-13,Paul Klein,paul.klein@example.com,Netherlands,Electronics,1.0,579.54,52.0,579.54
ORD2454,2024-04-28,Sofia Müller,sofia.müller@example.com,UK,Electronics,2.0,1369.41,18.0,2738.82
ORD2068,2024-03-05,Felix Becker,felix.becker@example.com,UK,Furniture,3.0,521.86,45.0,1565.58
ORD1861,2024-07-17,Felix Müller,felix.müller@example.com,Netherlands,Electronics,4.0,293.0,27.0,1172.0
ORD2329,2024-09-20,Paul Fischer,paul.fischer@example.com,France,Office Supplies,3.0,1456.01,32.0,4368.03
ORD3278,2024-01-13,Marie Becker,marie.becker@example.com,France,Office Supplies,2.0,1107.51,67.0,2215.02
ORD1856,2024-04-20,Marie Fischer,marie.fischer@example.com,Germany,Office Supplies,4.0,15.9,37.0,63.6
ORD3051,2024-02-21,Anna Weber,anna.weber@example.com,Netherlands,Electronics,1.0,758.82,44.0,758.82
ORD3413,2024-08-17,Emma Müller,emma.müller@example.com,France,Electronics,2.0,35.34,56.0,70.68
ORD2929,2024-06-24,Felix Müller,felix.müller@example.com,UK,Office Supplies,4.0,501.2,63.0,2004.8
ORD2964,2024-04-04,Sofia Klein,sofia.klein@example.com,UK,Furniture,3.0,832.06,,2496.18
ORD2523,2024-04-15,Sofia Weber,sofia.weber@example.com,Netherlands,Office Supplies,4.0,1310.66,,5242.64
ORD2459,2024-08-17,Emma Schmidt,emma.schmidt@example.com,Netherlands,Electronics,5.0,390.3,,1951.5
ORD2254,2024-03-10,Emma Müller,emma.müller@example.com,Netherlands,Electronics,5.0,408.07,39.0,2040.35
ORD3117,2024-08-10,Marie Fischer,marie.fischer@example.com,Germany,Furniture,4.0,1232.68,63.0,4930.72
ORD3376,2024-03-27,Jonas Klein,jonas.klein@example.com,Spain,Office Supplies,1.0,1356.96,39.0,1356.96
ORD3024,2024-04-24,Marie Klein,marie.klein@example.com,Netherlands,Electronics,1.0,769.01,67.0,
ORD1464,2024-05-20,Sofia Klein,sofia.klein@example.com,Spain,Office Supplies,2.0,291.21,69.0,582.42
ORD2467,2024-03-06,Paul Becker,paul.becker@example.com,Germany,Office Supplies,2.0,1317.58,33.0,2635.16
ORD1260,2024-02-24,Marie Fischer,marie.fischer@example.com,Spain,Furniture,5.0,1389.13,27.0,6945.65
ORD1660,2024-09-20,Emma Fischer,,Netherlands,Office Supplies,5.0,245.7,,1228.5
ORD3199,2024-03-13,Lukas Schmidt,lukas.schmidt@example.com,France,Electronics,2.0,474.56,18.0,949.12
ORD3250,2024-01-16,Anna Wagner,anna.wagner@example.com,Netherlands,Office Supplies,4.0,1113.98,33.0,4455.92
ORD2993,2024-09-25,Anna Wagner,anna.wagner@example.com,Netherlands,Furniture,1.0,1111.09,23.0,1111.09
ORD3177,2024-08-26,Emma Klein,emma.klein@example.com,Spain,Office Supplies,,528.17,28.0,
ORD1116,2024-01-27,Jonas Becker,jonas.becker@example.com,Netherlands,Furniture,1.0,1003.86,47.0,1003.86
ORD1382,2024-04-16,Jonas Becker,jonas.becker@example.com,Spain,Electronics,2.0,1206.64,42.0,2413.28
ORD1460,2024-01-16,Felix Becker,felix.becker@example.com,UK,Electronics,1.0,864.0,63.0,864.0
ORD3055,2024-05-27,Marie Becker,marie.becker@example.com,Germany,Furniture,5.0,890.39,66.0,4451.95
ORD3145,2024-06-06,Jonas Schmidt,jonas.schmidt@example.com,Netherlands,Furniture,2.0,34.35,51.0,68.7
ORD3054,2024-02-19,Sofia Schmidt,sofia.schmidt@example.com,Spain,Office Supplies,1.0,1092.52,51.0,1092.52
ORD2291,2024-10-02,Emma Klein,emma.klein@example.com,France,Office Supplies,3.0,326.21,,978.63
ORD2236,2024-11-03,Lukas Müller,lukas.müller@example.com,Netherlands,Electronics,,769.01,59.0,
ORD3100,2024-07-22,Marie Weber,marie.weber@example.com,France,Office Supplies,3.0,264.21,18.0,792.63
ORD1499,2024-01-29,Felix Becker,felix.becker@example.com,UK,Office Supplies,4.0,1390.65,41.0,5562.6
ORD1711,2024-01-06,Anna Schmidt,anna.schmidt@example.com,Netherlands,Furniture,5.0,1368.94,63.0,6844.7
ORD1158,2024-02-12,Jonas Wagner,jonas.wagner@example.com,Spain,Furniture,2.0,953.51,33.0,1907.02
ORD3006,2024-03-23,Felix Wagner,felix.wagner@example.com,Spain,Electronics,1.0,1300.73,42.0,1300.73
ORD1404,2024-05-23,Sofia Becker,sofia.becker@example.com,Netherlands,Electronics,5.0,18.09,67.0,90.45
ORD1429,2024-05-14,Felix Klein,felix.klein@example.com,Netherlands,Office Supplies,5.0,741.37,69.0,3706.85
ORD1452,2024-01-30,Emma Schmidt,emma.schmidt@example.com,France,Electronics,3.0,945.79,54.0,2837.37
ORD2348,2024-07-18,Sofia Klein,sofia.klein@example.com,Netherlands,Electronics,5.0,488.65,24.0,2443.25
ORD2540,2024-07-11,Marie Becker,marie.becker@example.com,France,Office Supplies,1.0,979.28,54.0,979.28
ORD1917,2024-04-19,Jonas Müller,jonas.müller@example.com,Spain,Furniture,4.0,1193.65,41.0,4774.6
ORD1156,2024-09-01,Paul Weber,paul.weber@example.com,Netherlands,Furniture,5.0,1142.55,55.0,5712.75
ORD1045,2024-02-11,Paul Becker,paul.becker@example.com,France,Office Supplies,2.0,686.57,43.0,1373.14
ORD3280,2024-09-15,Marie Klein,marie.klein@example.com,Spain,Office Supplies,2.0,699.16,26.0,1398.32
ORD1684,2024-05-25,Felix Schmidt,felix.schmidt@example.com,Spain,Furniture,4.0,1264.56,35.0,5058.24
ORD1749,2024-03-02,Lukas Becker,lukas.becker@example.com,Germany,Electronics,4.0,859.41,29.0,3437.64
ORD2161,2024-02-16,Lukas Schmidt,lukas.schmidt@example.com,UK,Furniture,2.0,658.63,24.0,1317.26
ORD3038,2024-05-16,Emma Schmidt,emma.schmidt@example.com,Spain,Furniture,4.0,236.37,22.0,945.48
ORD2181,2024-06-02,Marie Schmidt,marie.schmidt@example.com,Germany,Furniture,2.0,46.27,33.0,92.54
ORD2799,2024-06-12,Felix Müller,,Netherlands,Electronics,5.0,816.01,41.0,4080.05
ORD2583,2024-02-06,Emma Klein,emma.klein@example.com,France,Electronics,2.0,1027.78,30.0,2055.56
ORD2207,2024-01-19,Sofia Klein,sofia.klein@example.com,UK,Office Supplies,3.0,293.42,,880.26
ORD2415,2024-09-02,Jonas Weber,jonas.weber@example.com,Netherlands,Electronics,,142.79,18.0,
ORD2773,2024-01-15,Anna Fischer,anna.fischer@example.com,UK,Furniture,3.0,893.55,48.0,2680.65
ORD2453,2024-05-20,Paul Wagner,,France,Office Supplies,1.0,310.96,51.0,310.96
ORD1365,2024-04-25,Felix Schmidt,felix.schmidt@example.com,Germany,Electronics,5.0,729.97,69.0,3649.85
ORD1527,2024-06-09,Emma Klein,emma.klein@example.com,Spain,Furniture,1.0,736.42,69.0,
ORD2095,2024-09-01,Felix Müller,felix.müller@example.com,France,Office Supplies,1.0,248.78,22.0,248.78
ORD2685,2024-01-16,Emma Wagner,emma.wagner@example.com,Germany,Office Supplies,2.0,1280.23,35.0,2560.46
ORD3123,2024-06-29,Sofia Klein,,Spain,Furniture,3.0,1101.3,35.0,3303.9
ORD1481,2024-06-12,Paul Weber,paul.weber@example.com,Germany,Furniture,3.0,1066.78,41.0,3200.34
ORD2566,2024-03-23,Sofia Klein,sofia.klein@example.com,Netherlands,Office Supplies,2.0,143.97,40.0,287.94
ORD3134,2024-06-24,Sofia Weber,sofia.weber@example.com,Netherlands,Furniture,2.0,475.76,27.0,951.52
ORD2713,2024-05-26,Emma Becker,emma.becker@example.com,France,Furniture,3.0,888.22,30.0,2664.66
ORD1563,2024-03-15,Sofia Müller,sofia.müller@example.com,Germany,Furniture,1.0,414.38,64.0,414.38
ORD1767,2024-05-18,Sofia Wagner,sofia.wagner@example.com,France,Electronics,,722.0,45.0,
ORD2021,2024-03-25,Anna Klein,anna.klein@example.com,France,Furniture,4.0,1479.55,64.0,5918.2
ORD1466,2024-04-17,Anna Weber,,France,Furniture,5.0,949.17,52.0,4745.85
ORD1620,2024-03-26,Felix Becker,felix.becker@example.com,UK,Office Supplies,4.0,793.12,60.0,3172.48
ORD1448,2024-08-11,Sofia Weber,sofia.weber@example.com,Spain,Furniture,1.0,840.22,18.0,840.22
ORD3095,2024-07-12,Lukas Schmidt,lukas.schmidt@example.com,Germany,Furniture,1.0,1192.87,24.0,1192.87
ORD1651,2024-05-14,Felix Weber,felix.weber@example.com,Spain,Furniture,5.0,610.83,26.0,3054.15
ORD1161,2024-05-14,Paul Schmidt,paul.schmidt@example.com,Germany,Electronics,2.0,775.76,58.0,1551.52
ORD2501,2024-08-02,Emma Fischer,emma.fischer@example.com,Netherlands,Office Supplies,4.0,112.08,58.0,448.32
ORD1505,2024-02-18,Marie Weber,marie.weber@example.com,Germany,Furniture,5.0,965.4,51.0,4827.0
ORD1994,2024-06-17,Emma Schmidt,emma.schmidt@example.com,Netherlands,Electronics,5.0,1386.75,27.0,6933.75
ORD2760,2024-04-25,Marie Schmidt,marie.schmidt@example.com,Netherlands,Electronics,4.0,92.43,39.0,369.72
ORD1729,2024-02-21,Jonas Weber,jonas.weber@example.com,UK,Furniture,2.0,718.36,18.0,1436.72
ORD1176,2024-07-11,Anna Weber,,Germany,Furniture,2.0,133.2,50.0,266.4
ORD1608,2024-07-01,Marie Müller,marie.müller@example.com,Spain,Electronics,5.0,881.15,24.0,4405.75
ORD3233,2024-07-28,Paul Wagner,paul.wagner@example.com,France,,1.0,729.12,48.0,729.12
ORD2971,2024-01-05,Lukas Weber,lukas.weber@example.com,UK,Electronics,1.0,1279.03,59.0,1279.03
ORD2056,2024-07-30,Marie Klein,marie.klein@example.com,France,Electronics,3.0,178.93,26.0,536.79
ORD2155,2024-07-06,Sofia Müller,sofia.müller@example.com,France,Furniture,2.0,837.95,67.0,1675.9
ORD3439,2024-02-10,Emma Wagner,emma.wagner@example.com,UK,Office Supplies,3.0,1102.0,53.0,3306.0
ORD1765,2024-01-13,Jonas Schmidt,jonas.schmidt@example.com,France,Electronics,2.0,1063.94,18.0,2127.88
ORD2004,2024-02-28,Jonas Weber,jonas.weber@example.com,Netherlands,Furniture,3.0,420.29,25.0,1260.87
ORD2771,2024-04-16,Felix Weber,felix.weber@example.com,Germany,Furniture,3.0,769.93,28.0,2309.79
ORD1039,2024-03-18,Sofia Fischer,sofia.fischer@example.com,Spain,Electronics,3.0,1433.02,38.0,4299.06
ORD3414,2024-06-26,Sofia Fischer,sofia.fischer@example.com,UK,Electronics,2.0,1351.11,63.0,2702.22
ORD3230,2024-09-22,Paul Klein,paul.klein@example.com,Netherlands,Electronics,5.0,1157.79,38.0,5788.95
ORD3128,2024-06-05,Emma Weber,emma.weber@example.com,France,Electronics,1.0,741.1,43.0,741.1
ORD2870,2024-05-08,Marie Weber,marie.weber@example.com,France,Furniture,5.0,126.03,20.0,630.15
ORD2475,2024-01-28,Marie Schmidt,marie.schmidt@example.com,Germany,Office Supplies,3.0,949.39,42.0,2848.17
ORD1731,2024-09-17,Emma Schmidt,emma.schmidt@example.com,Spain,Office Supplies,3.0,602.65,61.0,1807.95
ORD1401,2024-02-23,Felix Becker,felix.becker@example.com,France,,3.0,,68.0,
ORD1942,2024-03-30,Jonas Fischer,jonas.fischer@example.com,Netherlands,Furniture,,364.97,,
ORD1108,2024-02-01,Felix Schmidt,felix.schmidt@example.com,France,Furniture,2.0,950.98,40.0,1901.96
ORD3467,2024-09-06,Marie Schmidt,marie.schmidt@example.com,UK,Furniture,2.0,1141.36,26.0,2282.72
ORD3167,2024-09-26,Anna Schmidt,anna.schmidt@example.com,France,Electronics,2.0,580.88,45.0,1161.76
ORD1387,2024-03-10,Marie Fischer,marie.fischer@example.com,Germany,,1.0,,39.0,
ORD3429,2024-03-11,Felix Becker,felix.becker@example.com,Netherlands,Furniture,3.0,1438.69,62.0,4316.07
ORD3074,2024-07-18,Jonas Müller,jonas.müller@example.com,Netherlands,Electronics,5.0,907.63,40.0,4538.15
ORD2693,2024-05-09,Jonas Klein,jonas.klein@example.com,Germany,Furniture,3.0,455.37,42.0,1366.11
ORD3093,2024-05-20,Jonas Müller,jonas.müller@example.com,UK,Electronics,4.0,241.34,26.0,965.36
ORD1376,2024-08-08,Sofia Müller,sofia.müller@example.com,Germany,Office Supplies,2.0,1275.38,56.0,2550.76
ORD3209,2024-03-11,Anna Müller,anna.müller@example.com,Spain,Office Supplies,3.0,1347.72,58.0,4043.16
ORD1313,2024-07-20,Paul Fischer,paul.fischer@example.com,Germany,Office Supplies,2.0,1405.09,20.0,2810.18
ORD1248,2024-05-02,Paul Schmidt,,Germany,Furniture,3.0,694.8,49.0,2084.4
ORD2354,2024-05-08,Felix Klein,felix.klein@example.com,Spain,Office Supplies,,593.63,22.0,
ORD2174,2024-09-07,Sofia Schmidt,sofia.schmidt@example.com,Netherlands,Furniture,,410.95,20.0,
ORD1239,2024-02-02,Marie Klein,marie.klein@example.com,UK,Electronics,2.0,1066.41,58.0,2132.82
ORD2997,2024-07-31,Jonas Becker,jonas.becker@example.com,Spain,Electronics,2.0,122.82,39.0,245.64
ORD2150,2024-02-04,Anna Becker,anna.becker@example.com,Spain,Electronics,4.0,1206.31,50.0,4825.24
ORD1730,2024-05-17,Anna Klein,anna.klein@example.com,Spain,Electronics,5.0,1279.2,32.0,6396.0
ORD2809,2024-01-28,Lukas Müller,,Germany,Office Supplies,4.0,117.57,19.0,470.28
ORD1455,2024-09-09,Jonas Müller,jonas.müller@example.com,Germany,Furniture,3.0,1292.35,38.0,3877.05
ORD2281,2024-05-04,Felix Becker,felix.becker@example.com,UK,Electronics,1.0,471.18,56.0,471.18
ORD1571,2024-03-29,Sofia Schmidt,sofia.schmidt@example.com,UK,Electronics,1.0,344.47,68.0,344.47
ORD2261,2024-02-13,Sofia Schmidt,sofia.schmidt@example.com,Spain,Office Supplies,5.0,756.15,62.0,3780.75
ORD3499,2024-09-01,Marie Schmidt,marie.schmidt@example.com,UK,Furniture,2.0,42.82,54.0,85.64
ORD2325,2024-07-04,Sofia Klein,sofia.klein@example.com,UK,Furniture,1.0,100.52,18.0,100.52
ORD3162,2024-06-25,Felix Schmidt,felix.schmidt@example.com,Germany,Office Supplies,5.0,994.94,45.0,4974.7
ORD2824,2024-05-23,Paul Fischer,paul.fischer@example.com,France,Furniture,1.0,175.94,36.0,175.94
ORD2932,2024-05-15,Emma Müller,emma.müller@example.com,Netherlands,Electronics,5.0,1393.88,68.0,6969.4
ORD2542,2024-02-18,Jonas Becker,jonas.becker@example.com,UK,Electronics,3.0,238.22,21.0,714.66
ORD2247,2024-09-09,Marie Becker,marie.becker@example.com,France,Furniture,2.0,397.38,37.0,794.76
ORD3350,2024-02-16,Emma Weber,emma.weber@example.com,Netherlands,Furniture,2.0,236.35,54.0,472.7
ORD2873,2024-02-29,Marie Müller,marie.müller@example.com,Germany,,5.0,318.5,41.0,1592.5
ORD2709,2024-02-09,Paul Fischer,paul.fischer@example.com,Germany,Office Supplies,1.0,263.17,53.0,263.17
ORD1114,2024-08-29,Lukas Wagner,lukas.wagner@example.com,UK,Electronics,1.0,502.42,24.0,502.42
ORD1703,2024-08-21,Paul Wagner,paul.wagner@example.com,Germany,Electronics,5.0,857.66,19.0,4288.3
ORD1840,2024-09-10,Anna Klein,anna.klein@example.com,Netherlands,Office Supplies,2.0,1211.04,65.0,2422.08
ORD2315,2024-03-18,Jonas Klein,jonas.klein@example.com,Netherlands,Office Supplies,5.0,429.66,23.0,2148.3
ORD1903,2024-04-27,Felix Weber,felix.weber@example.com,France,Furniture,4.0,270.4,40.0,1081.6
ORD3446,2024-02-19,Marie Wagner,marie.wagner@example.com,Spain,Electronics,1.0,851.7,45.0,851.7
ORD3057,2024-09-08,Jonas Becker,jonas.becker@example.com,France,Furniture,5.0,811.99,,4059.95
ORD2723,2024-06-14,Jonas Müller,jonas.müller@example.com,Spain,Furniture,4.0,1265.69,61.0,5062.76
ORD3323,2024-02-21,Marie Fischer,marie.fischer@example.com,Netherlands,Electronics,3.0,1390.56,34.0,4171.68
ORD2629,2024-02-23,Jonas Wagner,jonas.wagner@example.com,Germany,Furniture,2.0,1042.98,26.0,2085.96
ORD2642,2024-04-15,Anna Müller,anna.müller@example.com,France,Furniture,3.0,836.69,64.0,2510.07
ORD1169,2024-05-19,Lukas Becker,lukas.becker@example.com,Germany,Electronics,5.0,1037.36,56.0,5186.8
ORD1831,2024-09-12,Paul Müller,paul.müller@example.com,France,Office Supplies,2.0,731.28,29.0,
ORD3410,2024-02-03,Jonas Schmidt,jonas.schmidt@example.com,UK,Office Supplies,3.0,268.21,67.0,804.63
ORD2795,2024-02-23,Anna Müller,anna.müller@example.com,Spain,Furniture,4.0,227.25,57.0,909.0
ORD1522,2024-05-05,Sofia Wagner,sofia.wagner@example.com,Germany,Furniture,4.0,326.14,,1304.56
ORD1292,2024-08-20,Jonas Fischer,jonas.fischer@example.com,Netherlands,Electronics,5.0,836.42,51.0,4182.1
ORD2920,2024-03-17,Emma Fischer,emma.fischer@example.com,France,Electronics,4.0,848.54,27.0,3394.16
ORD2003,2024-09-02,Felix Klein,felix.klein@example.com,UK,Furniture,5.0,508.7,38.0,2543.5
ORD2383,2024-03-20,Jonas Weber,jonas.weber@example.com,France,Electronics,3.0,1495.98,38.0,4487.94
ORD1712,2024-07-16,Lukas Müller,lukas.müller@example.com,UK,Office Supplies,4.0,465.21,58.0,1860.84
ORD1332,2024-03-11,Emma Fischer,emma.fischer@example.com,Spain,Furniture,3.0,1134.57,39.0,3403.71
ORD2895,2024-02-28,Marie Fischer,marie.fischer@example.com,Netherlands,Office Supplies,3.0,484.03,34.0,1452.09
ORD1336,2024-03-08,Marie Wagner,,France,Furniture,2.0,1220.25,26.0,2440.5
ORD2885,2024-05-20,Emma Klein,emma.klein@example.com,Germany,Office Supplies,1.0,1323.92,42.0,1323.92
ORD1570,2024-06-21,Lukas Klein,lukas.klein@example.com,Netherlands,Office Supplies,4.0,1212.09,47.0,4848.36
ORD1803,2024-06-25,Sofia Schmidt,sofia.schmidt@example.com,Netherlands,Furniture,3.0,1198.88,64.0,3596.64
ORD1043,2024-08-17,Sofia Wagner,sofia.wagner@example.com,France,Electronics,5.0,1401.84,65.0,7009.2
ORD2193,2024-06-27,Paul Becker,paul.becker@example.com,Germany,Office Supplies,2.0,1262.8,44.0,2525.6
ORD1524,2024-05-18,Felix Weber,felix.weber@example.com,Netherlands,Furniture,5.0,1242.45,53.0,6212.25
ORD1658,2024-06-20,Marie Schmidt,,Netherlands,Office Supplies,2.0,1494.8,34.0,2989.6
ORD2490,2024-01-27,Felix Wagner,felix.wagner@example.com,Spain,Office Supplies,3.0,433.67,22.0,1301.01
ORD1015,2024-06-05,Lukas Klein,lukas.klein@example.com,Germany,,4.0,881.25,41.0,3525.0
ORD1721,2024-06-26,Felix Klein,felix.klein@example.com,Spain,Electronics,2.0,1079.03,50.0,2158.06
ORD2041,2024-03-30,Lukas Klein,lukas.klein@example.com,Germany,Electronics,4.0,1187.67,42.0,4750.68
ORD2604,2024-06-07,Anna Becker,anna.becker@example.com,Germany,Furniture,3.0,32.3,63.0,96.9
